,researcher_name,skills
134,"Reifsnider, Kenneth ","{'dr reifsnider', 'system performance', 'term behavior', 'behavior fuel', 'damage tolerance strength life relationship material system performance life prognosis', 'strength life', 'life relationship', 'relationship material', 'damage tolerance', 'material state', 'material system', 'long term', 'performance life', 'reifsnider durability', 'tolerance strength', 'state change', 'material state change', 'life prognosis', 'cell science', 'science engineering', 'aging', 'dr reifsnider durability', 'long term behavior fuel cell science engineering', 'fuel cell'}"
135,"Rekleitis, Ioannis","{'perception', 'coverage', 'marine robotics', 'slam', 'cooperative localization'}"
136,"Reynolds, Tony ","{'dr reynolds', 'quantitative fractographic analysis', 'fatigue fracture', 'quantitative fractographic', 'fractographic analysis', 'friction stir', 'dr reynolds friction stir welding', 'experimental micro mechanic', 'stir welding', 'experimental micro', 'reynolds friction', 'micro mechanic'}"
137,"Rhodes, Curtis ","{'dr rhodes computer aided design', 'computational fluid', 'rhodes computer', 'aided design', 'computational fluid dynamic', 'engineering manufacturing', 'computer aided', 'fluid dynamic', 'dr rhodes'}"
138,"Ritter, James A.","{'magnetic drug targeting', 'material', 'magnetic drug', 'drug targeting', 'separation', 'adsorption', 'electrochemistry'}"
139,"Rizos, Dimitris","{'rail system', 'structural dynamic', 'hybrid method problem wave propagation', 'track', 'area structural mechanic emphasis railway highway infrastructure', 'area structural', 'structural mechanic', 'infrastructure bridge', 'railway highway', 'fem', 'wave propagation', 'train rail', 'etc iii bridge engineering high performance material civilian military application', 'hybrid method', 'mechanic emphasis', 'tunnel', 'civilian military bridge dr rizos expertise area structural mechanic modeling emphasis development implementation computational method bem', 'high speed', 'modeling emphasis', 'problem wave', 'military application', 'rizos expertise', 'dem', 'expertise area', 'method bem', 'multi phase', 'passenger high', 'speed railway', 'iii bridge', 'train rail trackbed soil interaction problem ii analysis design freight', 'passenger high speed railway infrastructure bridge', 'analysis design', 'railway infrastructure', 'bridge engineering', 'material civilian', 'trackbed soil', 'computational method', 'analysis multi', 'development implementation', 'method problem', 'dr rizos', 'interaction problem', 'high speed rail system', 'structure interaction', 'civilian military', 'implementation computational', 'engineering high', 'speed rail', 'phase medium', 'soil interaction', 'transient analysis', 'emphasis railway', 'soil structure', 'soil structure interaction', 'transient analysis multi phase medium', 'military bridge', 'bridge dr', 'emphasis development', 'etc iii', 'high performance', 'design freight', 'problem ii', 'rail trackbed', 'highway infrastructure', 'mechanic modeling', 'performance material', 'ii analysis'}"
140,"Roberts, Elwyn","{'material performance', 'performance nuclear', 'manufacturing concurrent engineering', 'manufacturing concurrent', 'concurrent engineering', 'nuclear reactor', 'dr robert material performance nuclear reactor', 'product design', 'dr robert', 'robert material'}"
141,"Roberts, Kenneth L","{'fluid transport property', 'fluid transport', 'transport property', 'nanomaterials', 'catalysis'}"
142,"Rocheleau, David ","{'product innovation', 'performed dr', 'ensure long', 'noise work', 'pem fuel', 'kinematic dynamic', 'new product', 'software analysis', 'medium size', 'ha machine', 'issue involving', 'reduced noise', 'ha done', 'hold several', 'involving kinematic', 'rocheleau hold', 'also performed', 'overall design', 'also done', 'product design', 'pro engineer', 'dr rocheleau group ha machine design machine component design group ha done work optimizing design epicyclic gear train ensure long life reduced noise work ha also done helping small medium size company wide area product design issue design concept modeled using pro engineer design software analysis performed variety computer aided engineering tool group ha done work modeling balance plant pem fuel cell system overall design issue involving kinematic dynamic mechanism', 'design issue', 'machine design', 'design concept', 'cell system', 'variety computer', 'computer aided', 'done work', 'long life', 'modeling balance', 'primarily new', 'balance plant', 'design epicyclic', 'company wide', 'aided engineering', 'fuel cell', 'modeled using', 'life reduced', 'work ha', 'system overall', 'design machine', 'issue design', 'small medium', 'group ha', 'engineer design', 'performed variety', 'robot prosthetic device', 'gear train', 'also performed dr rocheleau hold several patent', 'innovation device', 'rocheleau group', 'size company', 'plant pem', 'design software', 'train ensure', 'area product', 'helping small', 'work modeling', 'primarily new product innovation device', 'optimizing design', 'design group', 'prosthetic device', 'dr rocheleau', 'robot prosthetic', 'analysis performed', 'using pro', 'ha also', 'done helping', 'epicyclic gear', 'machine component', 'component design', 'dynamic mechanism', 'work optimizing', 'tool group', 'concept modeled', 'engineering tool', 'several patent', 'wide area'}"
143,"Rose, John R. ","{'institute advanced', 'fellow wa', 'nsf equivalent', 'new focus', 'paper bioinformatics', 'nasa', 'funding support', 'wa formerly', 'niac fellow', 'higher education', 'bioinformatics core', 'inbre bioinformatics', 'support effort', 'technical paper', 'currently member', 'commission higher', 'well commission', 'reasoning planning', 'von humboldt', 'humboldt foundation', 'alexander von humboldt foundation', 'recently received', 'normative reasoning planning', 'computational science area bioinformatics', 'dod onr', 'computational science', 'dai multiagent system', 'sequencing recently', 'conducted funded', 'formerly director', 'sc inbre', 'machine intelligence', 'well commission higher education nasa institute advanced concept niac fellow wa formerly director sc inbre bioinformatics core major new focus group de novo peptide sequencing recently received nsf funding support effort', 'science area', 'director sc', 'education nasa', 'advanced concept', 'computational chemistry conducted funded nsf', 'peptide sequencing', 'multiagent system', 'bmft german nsf equivalent', 'nasa institute', 'german nsf', 'received nsf', 'novo peptide', 'author technical', 'alexander von', 'computational chemistry', 'concept niac', 'major new', 'bmft german', 'normative reasoning', 'chemistry conducted', 'currently member ieee author technical paper bioinformatics', 'focus group', 'de novo', 'nsf funding', 'ieee author', 'nih', 'member ieee', 'dai multiagent', 'core major', 'funded nsf', 'group de', 'area bioinformatics'}"
