,researcher_name,skills
134,"Reifsnider, Kenneth ","{'science engineering', 'material state change', 'relationship material', 'damage tolerance', 'life relationship', 'behavior fuel', 'reifsnider durability', 'tolerance strength', 'aging', 'dr reifsnider', 'dr reifsnider durability', 'material system', 'strength life', 'life prognosis', 'cell science', 'damage tolerance strength life relationship material system performance life prognosis', 'material state', 'long term', 'state change', 'term behavior', 'performance life', 'system performance', 'long term behavior fuel cell science engineering', 'fuel cell'}"
135,"Rekleitis, Ioannis","{'perception', 'coverage', 'slam', 'marine robotics', 'cooperative localization'}"
136,"Reynolds, Tony ","{'friction stir', 'quantitative fractographic', 'experimental micro', 'micro mechanic', 'fractographic analysis', 'dr reynolds', 'quantitative fractographic analysis', 'dr reynolds friction stir welding', 'experimental micro mechanic', 'fatigue fracture', 'reynolds friction', 'stir welding'}"
137,"Rhodes, Curtis ","{'dr rhodes', 'computational fluid', 'rhodes computer', 'engineering manufacturing', 'computational fluid dynamic', 'aided design', 'computer aided', 'dr rhodes computer aided design', 'fluid dynamic'}"
138,"Ritter, James A.","{'material', 'electrochemistry', 'separation', 'magnetic drug', 'drug targeting', 'magnetic drug targeting', 'adsorption'}"
139,"Rizos, Dimitris","{'method bem', 'area structural mechanic emphasis railway highway infrastructure', 'problem ii', 'highway infrastructure', 'bridge dr', 'military bridge', 'problem wave', 'engineering high', 'civilian military', 'structural dynamic', 'performance material', 'etc iii bridge engineering high performance material civilian military application', 'infrastructure bridge', 'dem', 'dr rizos', 'etc iii', 'implementation computational', 'ii analysis', 'railway infrastructure', 'transient analysis', 'train rail trackbed soil interaction problem ii analysis design freight', 'emphasis development', 'soil interaction', 'mechanic emphasis', 'passenger high', 'structure interaction', 'rail trackbed', 'railway highway', 'trackbed soil', 'hybrid method problem wave propagation', 'hybrid method', 'rail system', 'passenger high speed railway infrastructure bridge', 'area structural', 'bridge engineering', 'military application', 'speed railway', 'expertise area', 'civilian military bridge dr rizos expertise area structural mechanic modeling emphasis development implementation computational method bem', 'tunnel', 'analysis multi', 'transient analysis multi phase medium', 'soil structure', 'modeling emphasis', 'train rail', 'computational method', 'emphasis railway', 'mechanic modeling', 'phase medium', 'fem', 'soil structure interaction', 'track', 'analysis design', 'structural mechanic', 'design freight', 'iii bridge', 'speed rail', 'high performance', 'multi phase', 'development implementation', 'high speed', 'material civilian', 'method problem', 'interaction problem', 'rizos expertise', 'wave propagation', 'high speed rail system'}"
140,"Roberts, Elwyn","{'material performance', 'nuclear reactor', 'robert material', 'performance nuclear', 'concurrent engineering', 'manufacturing concurrent engineering', 'dr robert', 'product design', 'dr robert material performance nuclear reactor', 'manufacturing concurrent'}"
141,"Roberts, Kenneth L","{'transport property', 'catalysis', 'nanomaterials', 'fluid transport', 'fluid transport property'}"
142,"Rocheleau, David ","{'pro engineer', 'wide area', 'product design', 'dr rocheleau group ha machine design machine component design group ha done work optimizing design epicyclic gear train ensure long life reduced noise work ha also done helping small medium size company wide area product design issue design concept modeled using pro engineer design software analysis performed variety computer aided engineering tool group ha done work modeling balance plant pem fuel cell system overall design issue involving kinematic dynamic mechanism', 'also performed dr rocheleau hold several patent', 'system overall', 'ensure long', 'also done', 'work modeling', 'machine component', 'also performed', 'involving kinematic', 'computer aided', 'dynamic mechanism', 'design group', 'done work', 'robot prosthetic device', 'new product', 'done helping', 'engineer design', 'medium size', 'design concept', 'epicyclic gear', 'primarily new product innovation device', 'engineering tool', 'ha machine', 'work ha', 'gear train', 'issue design', 'tool group', 'using pro', 'component design', 'work optimizing', 'fuel cell', 'dr rocheleau', 'design epicyclic', 'design software', 'modeling balance', 'life reduced', 'long life', 'ha done', 'noise work', 'optimizing design', 'area product', 'robot prosthetic', 'reduced noise', 'innovation device', 'pem fuel', 'size company', 'balance plant', 'design issue', 'performed variety', 'rocheleau hold', 'company wide', 'train ensure', 'variety computer', 'small medium', 'issue involving', 'hold several', 'group ha', 'design machine', 'several patent', 'analysis performed', 'rocheleau group', 'machine design', 'concept modeled', 'cell system', 'modeled using', 'prosthetic device', 'helping small', 'product innovation', 'performed dr', 'ha also', 'aided engineering', 'primarily new', 'software analysis', 'kinematic dynamic', 'plant pem', 'overall design'}"
143,"Rose, John R. ","{'niac fellow', 'director sc', 'normative reasoning planning', 'paper bioinformatics', 'conducted funded', 'humboldt foundation', 'bmft german', 'nsf equivalent', 'nsf funding', 'machine intelligence', 'nasa institute', 'received nsf', 'author technical', 'chemistry conducted', 'area bioinformatics', 'education nasa', 'inbre bioinformatics', 'core major', 'ieee author', 'funded nsf', 'von humboldt', 'sc inbre', 'wa formerly', 'nih', 'computational science', 'member ieee', 'german nsf', 'multiagent system', 'formerly director', 'bioinformatics core', 'alexander von humboldt foundation', 'computational chemistry conducted funded nsf', 'well commission', 'computational chemistry', 'group de', 'dai multiagent system', 'support effort', 'novo peptide', 'well commission higher education nasa institute advanced concept niac fellow wa formerly director sc inbre bioinformatics core major new focus group de novo peptide sequencing recently received nsf funding support effort', 'funding support', 'major new', 'nasa', 'currently member', 'advanced concept', 'focus group', 'commission higher', 'computational science area bioinformatics', 'peptide sequencing', 'bmft german nsf equivalent', 'new focus', 'sequencing recently', 'reasoning planning', 'institute advanced', 'recently received', 'normative reasoning', 'fellow wa', 'dod onr', 'concept niac', 'higher education', 'de novo', 'science area', 'technical paper', 'alexander von', 'dai multiagent', 'currently member ieee author technical paper bioinformatics'}"
