nsf_proposal_links_v0,researcher,team
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Saugata Hazra,"['Saugata Hazra', 'Ram Sateesh Pasupuleti', 'Rajesh Kumar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Saugata Hazra,"['Saugata Hazra', 'Rajesh Kumar', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shailly Tomar,"['Shailly Tomar', 'Ram Sateesh Pasupuleti', 'Smriti Saraswat', 'Rajesh Kumar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shailly Tomar,"['Shailly Tomar', 'Ram Sateesh Pasupuleti', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shailly Tomar,"['Shailly Tomar', 'Rajesh Kumar', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shailly Tomar,"['Shailly Tomar', 'Rajesh Kumar', 'Ram Sateesh Pasupuleti']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shri Ram Yadav,"['Shri Ram Yadav', 'Rajesh Kumar', 'Smriti Saraswat', 'Ram Sateesh Pasupuleti']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shri Ram Yadav,"['Shri Ram Yadav', 'Ram Sateesh Pasupuleti', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shri Ram Yadav,"['Shri Ram Yadav', 'Ram Sateesh Pasupuleti', 'Rajesh Kumar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shri Ram Yadav,"['Shri Ram Yadav', 'Rajesh Kumar', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Soma Rohatgi,"['Soma Rohatgi', 'Rajesh Kumar', 'Ram Sateesh Pasupuleti', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Soma Rohatgi,"['Soma Rohatgi', 'Smriti Saraswat', 'Ram Sateesh Pasupuleti']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Soma Rohatgi,"['Soma Rohatgi', 'Smriti Saraswat', 'Rajesh Kumar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Soma Rohatgi,"['Soma Rohatgi', 'Ram Sateesh Pasupuleti', 'Rajesh Kumar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Sachin Suresh Tiwari,"['Sachin Suresh Tiwari', 'Rajesh Kumar', 'Smriti Saraswat', 'Ram Sateesh Pasupuleti']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Sachin Suresh Tiwari,"['Sachin Suresh Tiwari', 'Ram Sateesh Pasupuleti', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Sachin Suresh Tiwari,"['Sachin Suresh Tiwari', 'Ram Sateesh Pasupuleti', 'Rajesh Kumar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Sachin Suresh Tiwari,"['Sachin Suresh Tiwari', 'Rajesh Kumar', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Jitin Singla,"['Jitin Singla', 'Smriti Saraswat', 'Rajesh Kumar', 'Ram Sateesh Pasupuleti']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Jitin Singla,"['Jitin Singla', 'Smriti Saraswat', 'Ram Sateesh Pasupuleti']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Jitin Singla,"['Jitin Singla', 'Rajesh Kumar', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Jitin Singla,"['Jitin Singla', 'Rajesh Kumar', 'Ram Sateesh Pasupuleti']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Rajesh Kumar,"['Rajesh Kumar', 'Smriti Saraswat', 'Ram Sateesh Pasupuleti']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Rajesh Kumar,"['Rajesh Kumar', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Rajesh Kumar,"['Rajesh Kumar', 'Ram Sateesh Pasupuleti']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Akhil Upadhyay,"['Akhil Upadhyay', 'Smriti Saraswat', 'Rajesh Kumar', 'Ram Sateesh Pasupuleti']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Akhil Upadhyay,"['Akhil Upadhyay', 'Smriti Saraswat', 'Rajesh Kumar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Akhil Upadhyay,"['Akhil Upadhyay', 'Ram Sateesh Pasupuleti', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Akhil Upadhyay,"['Akhil Upadhyay', 'Rajesh Kumar', 'Ram Sateesh Pasupuleti']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Arindam Biswas,"['Arindam Biswas', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Avlokita Agrawal,"['Avlokita Agrawal', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Gaurav Raheja,"['Gaurav Raheja', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Harshit Sosan Lakra,['Harshit Sosan Lakra']
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Mahua Mukherjee,"['Mahua Mukherjee', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Prabhjot Singh Chani,"['Prabhjot Singh Chani', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,E Rajasekar,"['E Rajasekar', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Ram Sateesh Pasupuleti,"['Ram Sateesh Pasupuleti', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Saptarshi Kolay,"['Saptarshi Kolay', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Shubhajit Sadhukhan,"['Shubhajit Sadhukhan', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Smriti Saraswat,"['Smriti Saraswat', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Sonal Atreya,"['Sonal Atreya', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Tina Pujara,"['Tina Pujara', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Uttam Kumar Roy,"['Uttam Kumar Roy', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,V Devadas,"['V Devadas', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Jaydev Dabas,"['Jaydev Dabas', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Millie Pant,"['Millie Pant', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Rajan Arora,"['Rajan Arora', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Bijan Choudhury,"['Bijan Choudhury', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Debabrata Sircar,"['Debabrata Sircar', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Deepak Sharma,"['Deepak Sharma', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,P Gopinath,"['P Gopinath', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Harsh Chauhan,"['Harsh Chauhan', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Krishna Mohan Poluri,"['Krishna Mohan Poluri', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Maya S.Nair,"['Maya S.Nair', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,N K Navani,"['N K Navani', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Partha Roy,"['Partha Roy', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Poonam Choudhary,"['Poonam Choudhary', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Prabhat Kumar Mandal,"['Prabhat Kumar Mandal', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Pranita P Sarangi,"['Pranita P Sarangi', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Pravindra Kumar,"['Pravindra Kumar', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Prince Tiwari,"['Prince Tiwari', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,R. P. Singh,"['R. P. Singh', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Ramasare Prasad,"['Ramasare Prasad', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Ranjana Pathania,"['Ranjana Pathania', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Sanjoy Ghosh,"['Sanjoy Ghosh', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Saugata Hazra,"['Saugata Hazra', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Shailly Tomar,"['Shailly Tomar', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Shri Ram Yadav,"['Shri Ram Yadav', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Soma Rohatgi,"['Soma Rohatgi', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Sachin Suresh Tiwari,"['Sachin Suresh Tiwari', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Jitin Singla,"['Jitin Singla', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Rajesh Kumar,"['Rajesh Kumar', 'Harshit Sosan Lakra']"
v0_002_dst_daad_germany_joint_call_for_proposal_2017,Akhil Upadhyay,"['Akhil Upadhyay', 'Harshit Sosan Lakra']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Arindam Biswas,"['Arindam Biswas', 'Smriti Saraswat', 'Avlokita Agrawal', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Arindam Biswas,"['Arindam Biswas', 'Saptarshi Kolay', 'Avlokita Agrawal', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Arindam Biswas,"['Arindam Biswas', 'Mahua Mukherjee', 'Akhil Upadhyay', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Arindam Biswas,"['Arindam Biswas', 'Smriti Saraswat', 'Avlokita Agrawal']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Arindam Biswas,"['Arindam Biswas', 'Rajesh Kumar', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Arindam Biswas,"['Arindam Biswas', 'E Rajasekar', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Arindam Biswas,"['Arindam Biswas', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Avlokita Agrawal,"['Avlokita Agrawal', 'Smriti Saraswat', 'Rajesh Kumar', 'E Rajasekar', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Avlokita Agrawal,"['Avlokita Agrawal', 'Mahua Mukherjee', 'Akhil Upadhyay', 'Rajesh Kumar', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Avlokita Agrawal,"['Avlokita Agrawal', 'Smriti Saraswat', 'Rajesh Kumar', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Avlokita Agrawal,"['Avlokita Agrawal', 'Rajesh Kumar', 'Akhil Upadhyay', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Avlokita Agrawal,"['Avlokita Agrawal', 'E Rajasekar', 'Saptarshi Kolay', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Avlokita Agrawal,"['Avlokita Agrawal', 'Saptarshi Kolay', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Avlokita Agrawal,"['Avlokita Agrawal', 'Mahua Mukherjee', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Gaurav Raheja,"['Gaurav Raheja', 'E Rajasekar', 'Rajesh Kumar', 'Avlokita Agrawal', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Gaurav Raheja,"['Gaurav Raheja', 'Saptarshi Kolay', 'Rajesh Kumar', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Gaurav Raheja,"['Gaurav Raheja', 'Rajesh Kumar', 'Avlokita Agrawal', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Gaurav Raheja,"['Gaurav Raheja', 'E Rajasekar', 'Saptarshi Kolay', 'Rajesh Kumar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Gaurav Raheja,"['Gaurav Raheja', 'Avlokita Agrawal', 'Saptarshi Kolay', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Gaurav Raheja,"['Gaurav Raheja', 'Avlokita Agrawal', 'Saptarshi Kolay', 'Akhil Upadhyay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Gaurav Raheja,"['Gaurav Raheja', 'Avlokita Agrawal', 'Rajesh Kumar', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Harshit Sosan Lakra,"['Harshit Sosan Lakra', 'Smriti Saraswat', 'Saptarshi Kolay', 'Mahua Mukherjee', 'Rajesh Kumar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Harshit Sosan Lakra,"['Harshit Sosan Lakra', 'Rajesh Kumar', 'Mahua Mukherjee', 'Smriti Saraswat', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Harshit Sosan Lakra,"['Harshit Sosan Lakra', 'Rajesh Kumar', 'Avlokita Agrawal', 'Akhil Upadhyay', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Harshit Sosan Lakra,"['Harshit Sosan Lakra', 'Avlokita Agrawal', 'Saptarshi Kolay', 'E Rajasekar', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Harshit Sosan Lakra,"['Harshit Sosan Lakra', 'Rajesh Kumar', 'Smriti Saraswat', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Harshit Sosan Lakra,"['Harshit Sosan Lakra', 'Rajesh Kumar', 'Akhil Upadhyay', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Harshit Sosan Lakra,"['Harshit Sosan Lakra', 'Akhil Upadhyay', 'Mahua Mukherjee', 'Avlokita Agrawal']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Mahua Mukherjee,"['Mahua Mukherjee', 'Saptarshi Kolay', 'Rajesh Kumar', 'E Rajasekar', 'Avlokita Agrawal']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Mahua Mukherjee,"['Mahua Mukherjee', 'E Rajasekar', 'Avlokita Agrawal', 'Smriti Saraswat', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Mahua Mukherjee,"['Mahua Mukherjee', 'Akhil Upadhyay', 'Rajesh Kumar', 'Smriti Saraswat', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Mahua Mukherjee,"['Mahua Mukherjee', 'Smriti Saraswat', 'Rajesh Kumar', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Mahua Mukherjee,"['Mahua Mukherjee', 'Smriti Saraswat', 'E Rajasekar', 'Akhil Upadhyay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Mahua Mukherjee,"['Mahua Mukherjee', 'Akhil Upadhyay', 'Saptarshi Kolay', 'Rajesh Kumar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Mahua Mukherjee,"['Mahua Mukherjee', 'Smriti Saraswat', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Prabhjot Singh Chani,"['Prabhjot Singh Chani', 'Rajesh Kumar', 'Akhil Upadhyay', 'Avlokita Agrawal', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Prabhjot Singh Chani,"['Prabhjot Singh Chani', 'Mahua Mukherjee', 'Avlokita Agrawal', 'Rajesh Kumar', 'Smriti Saraswat']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Prabhjot Singh Chani,"['Prabhjot Singh Chani', 'Avlokita Agrawal', 'Mahua Mukherjee', 'Akhil Upadhyay', 'Rajesh Kumar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Prabhjot Singh Chani,"['Prabhjot Singh Chani', 'Akhil Upadhyay', 'Mahua Mukherjee', 'E Rajasekar', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Prabhjot Singh Chani,"['Prabhjot Singh Chani', 'Akhil Upadhyay', 'Avlokita Agrawal', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Prabhjot Singh Chani,"['Prabhjot Singh Chani', 'E Rajasekar', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Prabhjot Singh Chani,"['Prabhjot Singh Chani', 'Avlokita Agrawal', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,E Rajasekar,"['E Rajasekar', 'Smriti Saraswat', 'Saptarshi Kolay', 'Avlokita Agrawal', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,E Rajasekar,"['E Rajasekar', 'Saptarshi Kolay', 'Avlokita Agrawal', 'Rajesh Kumar', 'Akhil Upadhyay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,E Rajasekar,"['E Rajasekar', 'Smriti Saraswat', 'Rajesh Kumar', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,E Rajasekar,"['E Rajasekar', 'Mahua Mukherjee', 'Saptarshi Kolay', 'Avlokita Agrawal']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,E Rajasekar,"['E Rajasekar', 'Mahua Mukherjee', 'Avlokita Agrawal', 'Rajesh Kumar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,E Rajasekar,"['E Rajasekar', 'Smriti Saraswat', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,E Rajasekar,"['E Rajasekar', 'Akhil Upadhyay', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Ram Sateesh Pasupuleti,"['Ram Sateesh Pasupuleti', 'Saptarshi Kolay', 'Smriti Saraswat', 'Avlokita Agrawal', 'Akhil Upadhyay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Ram Sateesh Pasupuleti,"['Ram Sateesh Pasupuleti', 'Rajesh Kumar', 'E Rajasekar', 'Saptarshi Kolay', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Ram Sateesh Pasupuleti,"['Ram Sateesh Pasupuleti', 'Mahua Mukherjee', 'Rajesh Kumar', 'Saptarshi Kolay', 'Avlokita Agrawal']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Ram Sateesh Pasupuleti,"['Ram Sateesh Pasupuleti', 'Mahua Mukherjee', 'Akhil Upadhyay', 'Saptarshi Kolay', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Ram Sateesh Pasupuleti,"['Ram Sateesh Pasupuleti', 'Avlokita Agrawal', 'Rajesh Kumar', 'E Rajasekar', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Ram Sateesh Pasupuleti,"['Ram Sateesh Pasupuleti', 'Saptarshi Kolay', 'Avlokita Agrawal', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Ram Sateesh Pasupuleti,"['Ram Sateesh Pasupuleti', 'Mahua Mukherjee', 'Smriti Saraswat', 'Saptarshi Kolay']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Saptarshi Kolay,"['Saptarshi Kolay', 'Smriti Saraswat', 'Avlokita Agrawal', 'E Rajasekar', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Saptarshi Kolay,"['Saptarshi Kolay', 'Rajesh Kumar', 'Akhil Upadhyay', 'E Rajasekar', 'Mahua Mukherjee']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Saptarshi Kolay,"['Saptarshi Kolay', 'Mahua Mukherjee', 'Akhil Upadhyay', 'Smriti Saraswat', 'Avlokita Agrawal']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Saptarshi Kolay,"['Saptarshi Kolay', 'Rajesh Kumar', 'Avlokita Agrawal', 'E Rajasekar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Saptarshi Kolay,"['Saptarshi Kolay', 'Akhil Upadhyay', 'Smriti Saraswat', 'Rajesh Kumar']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Saptarshi Kolay,"['Saptarshi Kolay', 'Smriti Saraswat', 'Avlokita Agrawal']"
